2000,17.9,30.8,33.9,39.9,25.4
2001,17.8,30.1,32.6,40.5,21.5
2002,19.2,30.3,34.1,41.3,17.9
2003,17.8,29.5,33.7,42.4,16.7
2004,21.2,32.3,38.4,48.4,18.1
2005,20.5,32.4,37.5,50.1,15
2006,22.6,32.5,38.2,50.9,13.5
2007,24.2,33.7,38.9,55,12.7
2008,25.1,33.3,38.6,57.3,12.1
2009,27.4,35.6,41.9,60.7,12
2010,28.8,33.6,45.3,63.2,10.8
2011,29.7,34,43.8,64.3,10.5
